Class ID,Preferred Label,Synonyms,Definitions
RID11520,local tumor progression,,
RID11521,regression,,
RID11522,side effect,,
RID11523,postembolization syndrome,,
RID11524,morbidity,,
RID11525,complication,,
RID11528,infectious complication,,
RID11529,abscess complication,,
RID11530,sepsis complication,,
RID11531,medication-related complication,,
RID11532,allergic or anaphylactoid reaction,,
RID11533,idiosyncratic reaction,,
RID11534,cardiovascular complication,,
RID11535,myocardial infarction complication,,
RID11536,angina complication,,
RID11537,coronary ischemia complication,,
RID11538,hypotension complication,,
RID11539,vagal reaction complication,,
RID11540,death complication,,
RID11541,death related to procedure,,
RID11542,death unrelated to procedure,,
RID11543,bleeding complication,,
RID11544,hematoma complication,,
RID11545,puncture site complication,,
RID11546,neurologic complication,,
RID11547,lumbar radiculopathy complication,,
RID11548,stroke complication,,
RID11549,pulmonary complication,,
RID11550,pleural effusion complication,,
RID11551,pneumothorax complication,,
RID11552,pulmonary embolism complication,,
RID11553,renal complication,,
RID11554,renal failure complication,,
RID11555,renal infarct complication,,
RID11556,device-related complication,,
RID11557,skin burn complication,,
RID11558,tumor-related complication,,
RID11559,tumor seeding complication,,
RID11560,urinary complication,,
RID11561,urinary fistula complication,,
RID11562,hematuria complication,,
RID11563,unintended perforation of hollow viscus complication,,
RID11564,stricture complication,,
RID11565,response to treatment,,
RID11566,response to vascular treatment,,
RID11567,response to embolization,,
RID11568,absence of flow,,
RID11569,stasis in target vessel,,
RID11570,absence of bleeding,,
RID11572,patent vessel,,
RID11573,satisfactory inflow and outflow,,
RID11574,satisfactory outflow vessel,,
RID11575,absence of thrombus,,
RID11576,satisfactory hemodynamic flow,,
RID11577,response to non-vascular treatment,,
RID11578,satisfactory drainage from catheter,,
RID11579,alleviation of obstruction or dilation of obstructed system on contrast injection,,
RID11580,diagnostic tissue obtained on biopsy,,
RID11581,passage of drainage catheter beyond obstruction,,
RID11582,contrast agent,,
RID11583,iodinated contrast agent,,
RID11585,ionic iodinated contrast agent,,
RID11586,monomeric iodinated contrast agent,,
RID11587,barium contrast agent,,
RID11588,barium sulfate suspension,,
RID11589,gas contrast,,
RID11590,air contrast,,
RID11591,carbon dioxide contrast,,
RID11593,Helium contrast,,
RID11594,Xenon contrast,,
RID11595,water contrast,,
RID11596,oil contrast,,
RID11597,mineral oil contrast,,
RID11598,oil emulsion contrast,,
RID11599,microbubbles contrast,,
RID11600,nonencapsulated microbubbles,,
RID11601,encapsulated microbubbles,,
RID11602,encapsulated air microbubbles,,
RID11603,encapsulated perfluorocarbon microbubbles,,
RID11604,targeted microbubbles,,
RID11605,drug delivery microbubbles,,
RID11607,non-transpulmonary microbubbles,,
RID11608,transpulmonary blood pool microbubbles,,
RID11609,transpulmonary microbubbles with organ specific phase,,
RID11610,paramagnetic agent,,
RID11611,ferric chloride,,
RID11612,ferric ammonium citrate,,
RID11613,gadolinium chelate,,
RID11614,ionic gadolinium chelate,,
RID11615,ionic macrocyclic gadolinium chelate,,
RID11616,gadoterate meglumine,,
RID11618,ionic linear gadolinium chelate,,
RID11619,gadopentetate dimeglumine,,
RID11621,ionic linear gadolinium chelate with protein binding,,
RID11622,gadobenate dimeglumine,,
RID11624,gadoxetic acid disodium salt,,
RID11626,gadofosveset trisodium,,
RID11627,nonionic gadolinium chelate,,
RID11628,nonionic linear gadolinium chelate,,
RID11629,gadodiamide,,
RID11631,gadoversetamide,,
RID11633,nonionic macrocyclic gadolinium chelate,,
RID11634,gadoteridol,,
RID11636,gadobutrol,,
RID11638,superparamagnetic contrast agent,,
RID11639,magnetite albumin microspheres,,
RID11640,oral magnetic particles,,
RID11641,superparamagnetic iron oxide,,
RID11643,ferumoxides,,
RID11644,ferrixan,,
RID11645,ultrasmall superparamagnetic iron oxide,,
RID11647,ferumoxtran-10,,
RID11648,combination of oil emulsion and paramagnetic substance,,
RID11649,emulsion containing corn oil and ferric ammonium citrate,,
RID11650,emulsion containing baby formula with ferrous sulfate,,
RID11651,clay suspension,,
RID11652,attapulgite,,
RID11653,kaolin-pectate,,
RID11654,bentonite,,
RID11655,sucrose polyester,,
RID11656,perfluorochemical,,
RID11657,perfluoroctylbromide,,
RID11661,blood pool contrast agent,,
RID11662,Gadolinium-labeled albumin,,
RID11663,Gadolinium-labeled dextran,,
RID11664,Chromium-labeled red blood cells,,
RID11666,tumor-specific agent,,
RID11667,monoclonal antibody,,
RID11669,metalloporphyrin,,
RID11670,Manganese (III)TPPS4,,
RID11672,nitroxide,,
RID11673,nitroxide stable free radicals,,
RID11675,ferrioxamine,,
RID11676,ferrioxamine methanesulfonate,,
RID11677,hepatobiliary contrast agent,,
RID11678,Manganese chloride,,
RID11680,hepatobiliary chelate,,
RID11681,Fe-EHPG,,
RID11683,Chromium diethyl HIDA meglumine,,
RID11685,B-19036,,
RID11686,Manganese(II)-dipyridoxal diphosphate,,
RID11688,reticuloendothelial contrast agent,,
RID11689,Gadolinium oxide,,
RID11690,liposome,,
RID11692,radiopharmaceutical,,
RID11695,radioisotope,,
RID11697,investigational,,
RID11698,Carbon-14 urea,,
RID11699,Cobalt-57 cyanocobalamin,,
RID11700,Chromium-51 sodium chromate,,
RID11701,Fluorine-18 fluorodeoxyglucose,,
RID11703,Gallium-67,,
RID11704,Indium-111 chloride,,
RID11705,Indium-111 pentetate,,
RID11707,Indium-111 oxyquinoline,,
RID11708,Indium-111 capromab pendetide,,
RID11709,Indium-111 Imciromab pentetate,,
RID11710,Indium-111 pentetreotide,,
RID11711,Indium-111 satumomab pendetide,,
RID11712,I-123 sodium iodide,,
RID11713,I-125 iothalamate,,
RID11714,I-125 human serum albumin,,
RID11716,I-131sodium iodide,,
RID11717,Tositumomab & Iodine I 131 Tositumomab,,
RID11718,I-131 iodomethylnorcholesterol,,
RID11720,I-131 metaiodobenzylguanidine,,
RID11722,P-32 chromic phosphate,,
RID11723,P-32 sodium phosphate,,
RID11724,Rubidium-82,,
RID11725,Samarium-153 Lexidronam,,
RID11727,Strontium-89,,
RID11728,Tc-99m pertechnetate,,
RID11729,Tc-99m apcitide,,
RID11730,Tc-99m arcitumomab,,
RID11731,Tc-99m bicisate,,
RID11732,Tc-99m disofenin,,
RID11733,Tc-99m exametazine,,
RID11734,Tc-99m gluceptate,,
RID11735,Tc-99m human Serum Albumin,,
RID11736,Tc-99m fanolesomab,,
RID11737,Tc-99m macroaggregated albumin,,
RID11738,Tc-99m mebrofenin,,
RID11741,Tc-99m mertiatide,,
RID11742,Tc-99m nofetumomab Merpentan,,
RID11743,Tc-99m oxidronate,,
RID11745,Tc-99m Pyrophosphate,,
RID11747,Tc-99m red blood cells,,
RID11749,Tc-99m sestamibi,,
RID11750,Tc-99m succimer,,
RID11751,Tc-99m sulfur colloid,,
RID11752,Tc-99m tetrofosmin,,
RID11753,Thallium-201,,
RID11754,Y-90 ibitumomab tiuxetan,,
RID11755,Xenon-133,,
RID11756,chemical element,,
RID11762,hydrogen,,
RID11764,helium,,
RID11766,lithium,,
RID11768,beryllium,,
RID11770,boron,,
RID11772,carbon,,
RID11774,nitrogen,,
RID11776,oxygen,,
RID11778,fluorine,,
RID11780,neon,,
RID11782,sodium,,
RID11784,magnesium,,
RID11786,aluminum,,
RID11788,silicon,,
RID11790,phosphorus,,
RID11792,sulfur,,
RID11794,chlorine,,
RID11796,argon,,
RID11798,potassium,,
RID11800,calcium,,
RID11802,scandium,,
RID11804,titanium,,
RID11806,vanadium,,
RID11808,chromium,,
RID11810,manganese,,
RID11812,iron,,
RID11814,cobalt,,
RID11816,nickel,,
RID11818,copper,,
RID11820,zinc,,
RID11822,gallium,,
RID11824,germanium,,
RID11826,arsenic,,
RID11828,selenium,,
RID11830,bromine,,
RID11832,krypton,,
RID11834,rubidium,,
RID11836,strontium,,
RID11838,yttrium,,
RID11840,zirconium,,
RID11842,niobium,,
RID11844,molybdenum,,
RID11846,technetium,,
RID11848,ruthenium,,
RID11850,rhodium,,
RID11852,palladium,,
RID11854,silver,,
RID11856,cadmium,,
RID11858,indium,,
RID11860,tin,,
RID11862,antimony,,
RID11864,tellurium,,
RID11866,iodine,,
RID11868,xenon,,
RID11870,cesium,,
RID11872,barium,,
RID11874,lanthanum,,
RID11876,cerium,,
RID11878,praseodymium,,
RID11880,neodymium,,
RID11882,promethium,,
RID11884,samarium,,
RID11886,europium,,
RID11888,gadolinium,,
RID11890,terbium,,
RID11892,dysprosium,,
RID11894,holmium,,
RID11896,erbium,,
RID11898,thulium,,
RID11900,ytterbium,,
RID11902,lutetium,,
RID11904,hafnium,,
RID11906,tantalum,,
RID11908,tungsten,,
RID11910,rhenium,,
RID11912,osmium,,
RID11914,iridium,,
RID11918,gold,,
RID11920,mercury,,
RID11922,thallium,,
RID11924,lead,,
RID11926,bismuth,,
RID11928,polonium,,
RID11930,astatine,,
RID11932,radon,,
RID11934,francium,,
RID11936,radium,,
RID11938,actinium,,
RID11940,thorium,,
RID11942,protactinium,,
RID11944,uranium,,
RID11946,neptunium,,
RID11948,plutonium,,
RID11950,americium,,
RID11952,curium,,
RID11954,berkelium,,
RID11956,californium,,
RID11958,einsteinium,,
RID11960,fermium,,
RID11962,mendelevium,,
RID11964,nobelium,,
RID11966,lawrencium,,
RID11968,rutherfordium,,
RID11970,dubnium,,
RID11972,seaborgium,,
RID11974,bohrium,,
RID11976,hassium,,
RID11978,meitnerium,,
RID11980,darmstadtium,,
RID11982,roentgenium,,
RID11984,ununbium,,
RID11986,ununtrium,,
RID11988,ununquadium,,
RID11990,ununpentium,,
RID11992,ununhexium,,
RID11994,ununseptium,,
RID11996,ununoctium,,
RID12,diagnostic quality,,
RID12244,tube potential,,
RID12248,subjective focal-spot size,,
RID12249,target angle,,
RID12258,source-to-image distance,,
RID12262,source-to-object distance,,
RID12264,object-to-image distance,,
RID12266,source-to-skin distance,,
RID12289,image hold,,
RID12290,spot image,,
RID12291,video image acquisition,,
RID12293,image overlay,,
RID12294,roadmap image,,
RID12297,table steps,,
RID12304,planar revolutional angiography mode,,
RID12305,CT revolutional angiography mode,,
RID12306,3D revolutional angiography mode,,
RID12308,scanner generation,,
RID12309,continuously rotating tube CT,,
RID12312,first generation CT device,,
RID12314,second generation CT device,,
RID12315,third generation CT device,,
RID12316,fourth generation CT device,,
RID12318,detector type,,
RID12319,detector motion mode,,
RID12320,radiation source quantity,,
RID12321,single source,,
RID12322,dual source,,
RID12323,multi-source,,
RID12324,radiation source motion mode,,
RID12325,CT source-isocenter distance,,
RID12327,CT source-detector distance,,
RID12329,CT fan-beam angle,,
RID12330,CT scan field of view,,
RID12331,CT bore size,,
RID12332,CT x-ray beam shaping filter,,
RID12333,head filter,,
RID12334,body filter,,
RID12335,cardiac filter,,
RID12336,pediatric filter,,
RID12337,scan mode,,
RID12343,gantry tilt angle,,
RID12344,tube current-time product,,
RID12348,CT scanning direction,,
RID12350,linear attenuation coefficient,,
RID12351,fixed tube current,,
RID12352,automatic exposure control method,,
RID12355,acquisition field of view,,
RID12356,acquisition duration,,
RID12357,volume CT dose index,,
RID12359,CT dose length product,,
RID12361,scan trigger,,
RID12366,table speed,,
RID12370,effective mAs,,
RID12372,beam collimation,,
RID12377,table-gantry translation rate,,
RID12382,beam pitch,,
RID12389,data-acquisition period,,
RID12390,non-data-acquisition period,,
RID12393,scan increment,,
RID12395,half-scan,,
RID12398,section thickness,,
RID12402,section gap,,
RID12405,section interval,,
RID12410,second tube potential,,
RID12411,low-energy scan,,
RID12412,high-energy scan,,
RID12416,intermittent exposure,,
RID12418,continuous exposure,,
RID12442,pulse sequence,,
RID12451,b-value,,
RID12453,k-space dimensionality,,
RID12458,inversion time,,
RID12463,echo time,,
RID12468,bandwidth,,
RID12470,flip angle,,
RID12471,frequency matrix,,
RID12472,phase matrix,,
RID12494,multi-element transducer,,
RID12496,single-element transducer,,
RID12502,clinical transducer,,
RID12508,molecular imaging,,
RID12520,whole-body detector head position,,
RID12521,fixed detector head position,,
RID12522,variable detector head position,,
RID12535,at rest,,
RID12536,during symptoms,,
RID12545,low collimator energy rating,,
RID12546,medium collimator energy rating,,
RID12547,high collimator energy rating,,
RID12548,ultra-high collimator energy rating,,
RID12553,continuous table to detector-head translation,,
RID12554,discrete table to detector-head translation,,
RID12564,step and shoot data acquisition mode,,
RID12565,continuous data acquisition mode,,
RID12581,elliptical SPECT arc,,
RID12582,contoured SPECT arc,,
RID12583,circular SPECT arc,,
RID12633,image processing procedure step,,
RID12634,primary reconstruction step,,
RID12645,isotropic voxels,,
RID12646,near-isotropic voxels,,
RID12647,non-isotropic voxels,,
RID12648,CT primary reconstruction step,,
RID12670,MR primary reconstruction step,,
RID12671,Fourier reconstruction,,
RID12673,discrete Fourier transform,,
RID12675,fast Fourier transform,,
RID12677,non-Cartesian reconstruction,,
RID12678,gridding,,
RID12680,filtered-backprojection,,
RID12681,magnitude reconstruction,,
RID12683,phase reconstruction,,
RID12685,phase difference reconstruction,,
RID12686,phase unwrapping,,
RID12687,real-time image reconstruction,,
RID12688,single-channel coil reconstruction,,
RID12689,multiple coil reconstruction,,
RID12691,parallel imaging reconstruction,,
RID12692,k-space-based parallel imaging reconstruction,,
RID12693,GRAPPA reconstruction,,
RID12694,SMASH reconstruction,,
RID12695,image-based parallel imaging reconstruction,,
